"Вино Молд Альянца-він Мускатто Мускат 0,75 л н/сол. червон.",97.50,https://static.tavriav.ua/resize_80x80/0/7/b/4/07b4d0d7f7b13953e70e740de62be31da205f33c_950351_photo_main.png,Вино
"Вино Шабо Резерв Херес 0,75 сух. біле",344.70,https://static.tavriav.ua/resize_80x80/3/b/c/2/3bc2f3281d51e0bace55ad4ac7fa5e2626b0613f_754532_photo_main.png,Вино
"Вино Кастель Барон Лірондо 0,75 л н/сол. біле",179.10,https://static.tavriav.ua/resize_80x80/3/e/e/1/3ee119417ada071a48aadd95641e302222111597_766651_photo_main.png,Вино
�,�,�,Вино
"Вино Кастель Барон Лірондо 0,75 л н/сух. біле",179.10,https://static.tavriav.ua/resize_80x80/c/a/9/d/ca9d904197d0f99e21d7b8dc435f2b3d94043071_766652_photo_main.png,Вино
"Вино Кастель Барон Лірондо 0,75 л н/сух. червон.",179.10,https://static.tavriav.ua/resize_80x80/f/a/e/4/fae42f9cef6deed172ae8335733430881cbd7e5a_766655_photo_main.png,Вино
"Вино Молд Селкуца Каберне 0,75 л н/сух. червон.",98.70,https://static.tavriav.ua/resize_80x80/a/6/b/1/a6b1882055972cf24734048256f5a13f67d12f4c_795817_photo_main.png,Вино
"Вино Гато Негро 0,75 л сух. рожев.",179.90,https://static.tavriav.ua/resize_80x80/b/a/3/3/ba33de3ca61fe4496d9e145439ea7faaed0e718e_817498_photo_main.png,Вино
"Вино Бартон і Гостьє Шато Маньоль 0,75 л",1408.80,https://static.tavriav.ua/resize_80x80/3/f/e/d/3fed01a118b0b0417d53d301f1fa7770eb77f075_694127_photo_main.png,Вино
Вино Натхнення Шардоне 1 л т/пак. біле сух. (Агро-Дар),49.50,https://static.tavriav.ua/resize_80x80/4/b/a/d/4bad25f4e619a13c3b94ebd166843a1772a87bb7_841380_photo_main.png,Вино
"Вино Зоря Кахетії Кіндзмараулі 0,75 л н/сол. червон.",240.20,https://static.tavriav.ua/resize_80x80/3/c/f/1/3cf1de878b43fc22b36e9bcd4855f5cfce9c24fe_842213_photo_main.png,Вино
"Вино Шабо Резерв Шардоне 0,75 л сух. біле",246.10,https://static.tavriav.ua/resize_80x80/c/8/3/5/c835fdf71630440b3e79d86dedfb9aff1858dacb_847779_photo_main.png,Вино
"Вино Шабо Резерв Каберне 0,75 л сух. червон.",246.10,https://static.tavriav.ua/resize_80x80/0/2/5/4/025486090b695526fe3fea599416a00bd1c8c49e_847778_photo_main.png,Вино
"Вино Натхнення Кагор Оксамитний 0,75 л штоф десерт. червон. (Агро-Дар)",69.90,https://static.tavriav.ua/resize_80x80/7/b/6/d/7b6db120aea163677e524b34091b53934a8ce91f_1036623_photo_main.png,Вино
"Вино Коблево Бордо Мускат 0,75 л н/сол. рожев.",70.10,https://static.tavriav.ua/resize_80x80/9/2/3/d/923ddf73a65a2ae7a0b7a6263e6a80f2bf3d3ad5_4820004921073_main.png,Вино
"Вино Коблево Reserve Трамінер 0,75 л сух. біле",115.50,https://static.tavriav.ua/resize_80x80/d/8/b/c/d8bc2f0cff898381ea9766c5ace289b0e22c1162_1221534_photo_main.png,Вино
"Вино Сізаріні К'янті DOC 0,75 л сух. червон.",241.50,https://static.tavriav.ua/resize_80x80/0/4/f/3/04f32165cf7beb7a1573dbf93dedaa1223a33f71_1243441_photo_main.png,Вино
"Вино Сізаріні Бардоліно DOC 0,75 л сух. червон.",196.00,https://static.tavriav.ua/resize_80x80/c/8/e/6/c8e616f59117093da970249aee27965bd6eb2ce3_1243438_photo_main.png,Вино
"Вино Сізаріні Соаве DOC 0,75 л сух. біле",162.60,https://static.tavriav.ua/resize_80x80/6/2/d/5/62d5956f883b0c5207b1b78f8e62a3ac0380acd3_1243443_photo_main.png,Вино
"Вино Салвалай Бардоліно Кьяретто Класіко DOC 0,75 сух. рожев.",290.00,https://static.tavriav.ua/resize_80x80/4/b/e/5/4be5cc3471f49dea099862ef3feb185c691ce546_1018185_photo_main.png,Вино
"Вино Відігаль Вайнс Порта 6 0,75 л сух. біле",298.50,https://static.tavriav.ua/resize_80x80/7/8/5/a/785aac36a8ce0e1f51ffb681586c4647676511cb_1268130_photo_main.jpg,Вино
"Вино Відігаль Вайнс Порта 6 0,75 л н/сух. червон.",298.50,https://static.tavriav.ua/resize_80x80/9/8/1/4/9814b9e37a56425b567c67e2179babefc01110aa_1268131_photo_main.png,Вино
"Вино Відігаль Вайнс Террас до Літораль 0,75 л сух. біле",188.70,https://static.tavriav.ua/resize_80x80/c/1/a/6/c1a6d4ea0307408d522ba84c0703ba27d7826ca9_1268133_photo_main.png,Вино
"Вино Відігаль Вайнс Террас до Літораль 0,75 л сух. червон.",188.70,https://static.tavriav.ua/resize_80x80/b/f/3/6/bf36ee22494e40a438ac288eee8afdbddfe54f83_1268134_photo_main.png,Вино
�,�,�,Вино
"Вино Бартон і Гостьє Шардоне 0,75 л",358.20,https://static.tavriav.ua/resize_80x80/2/5/6/4/2564887ee51c2572b00caac521f224b1f08b3df5_694126_photo_main.png,Вино
"Вино Густав Лоренц Гевюрцтрамінер Резерв 0,75 л сух. біле",1178.50,https://static.tavriav.ua/resize_80x80/c/c/7/4/cc742514be73ffb46075bc47dabddc7551e6cfa1_825906_photo_main.jpg,Вино
"Вино Сізаріні Піно Гріджіо IGT 0,75 л сух. біле",206.50,https://static.tavriav.ua/resize_80x80/f/4/3/d/f43dc05540b9d1d4c86f1461be14f96648c66396_1243442_photo_main.png,Вино
Вино Натхнення Сапераві 1 л т/пак. червон. сух. (Агро-Дар),46.90,https://static.tavriav.ua/resize_80x80/6/c/4/e/6c4e09ca03ed0cc0e946706b8f816afd9815b618_841379_photo_main.png,Вино
"Вино Молд Альянца-він Мускатто Трамінер 0,75 л н/сол. біле",97.50,https://static.tavriav.ua/resize_80x80/0/2/f/c/02fca57672c88e79bc2f4c8e178fa28e99d22b2d_950352_photo_main.png,Вино
"Вино Колоніст Одеське чорне 0,75 л сух. червон.",228.80,https://static.tavriav.ua/resize_80x80/1/3/8/d/138d6bd04f09a6350132525c0cc7910418f2fcd7_698575_photo_main.png,Вино
"Вино Меццакорона Піно Гріджіо Класік 0,75 л біле сухе",298.50,https://static.tavriav.ua/resize_80x80/4/5/b/3/45b3ea11146806b9acf7a40c146ef55f6438c69a_1083467_photo_main.png,Вино
"Вино Шабо КШ 0,75 л н/сол. біле",127.40,https://static.tavriav.ua/resize_80x80/b/f/e/1/bfe1b4f2e71e01ed941d630e9db1ca06c0e268ad_754533_photo_main.png,Вино
"Вино Сізаріні Шардоне Венето IGT 0,75 л сух. біле",201.80,https://static.tavriav.ua/resize_80x80/f/3/7/1/f3718d0be460a4c29c15a8df6fe298234a71571b_1243440_photo_main.png,Вино
Вино Натхнення Мускат Царський 1 л т/пак. біле (Агро-Дар),46.90,https://static.tavriav.ua/resize_80x80/a/a/7/1/aa71640d69e1e1e208fc8f186f508b0c3367154d_841378.jpg,Вино
"Вино Кастільйо де Моліна Каберне-Совіньйон Різерва 0,75 л",370.10,https://static.tavriav.ua/resize_80x80/d/3/4/7/d347eade7b8be6dfcfdb972fde3028574849e92f_748054_photo_main.png,Вино
"Вино Меццакорона Гевюрцтрамінер 0,75 л біле н/сухе",447.80,https://static.tavriav.ua/resize_80x80/4/9/c/b/49cb12558f375f2a6f93e34373dbbd6b55e2ec6b_1083468_photo_main.jpg,Вино
"Вино Дурт Бордо Блан Грандс Тіроірс 0,75 л н/сол. біле 12%",352.80,https://static.tavriav.ua/resize_80x80/6/8/9/b/689b9be8367c7f1efd24444103895dfcd8701751_1171112_photo_main.png,Вино
"Вино Латініум Гевюрцтрамінер 0,75 л н/сол. біле 11%",249.60,https://static.tavriav.ua/resize_80x80/0/1/9/0/019077771e5d22e546c43caa30b591a685cfcf1a_1171125_photo_main.png,Вино
"Вино Молд Каса Вече Піно Грі 0,75 л сух. біле",89.00,https://static.tavriav.ua/resize_80x80/b/e/9/8/be98b59c33d0ff4cf753728aad4a7fc8587c60fa_1182484_photo_main.png,Вино
"Вино Сенсі Колезіоні Піно Гріджіо 0,75 л сух. біле 12,5%",279.60,https://static.tavriav.ua/resize_80x80/9/f/9/f/9f9f04d8929ae0183b6e95e91e013d4e991d95ca_1171104_photo_main.jpg,Вино
"Вино Фр Бульвар Селект 0,75 л н/сол. червон.",66.10,https://static.tavriav.ua/resize_80x80/9/a/7/a/9a7ad21ab65522f8d08b3f5fae72510b3245f038_907470_photo_main.png,Вино
"Вино Єллоу тейл Касела Вайнс Мускат 0,75 л н/сол. біле 7,5%",323.90,https://static.tavriav.ua/resize_80x80/c/7/0/c/c70ccdedc1074776bde265708002085c2e26c377_978462_photo_main.png,Вино
Вино Натхнення Шардоне 3 л біле сухе,180.00,https://static.tavriav.ua/resize_80x80/3/a/1/2/3a129dcc97ef76bc3caa789aaad6e24606225b27_991065_photo_main.png,Вино
"Вино Санта Маргарита Піно Гріджіо DOC 0,75 л сух. біле",597.00,https://static.tavriav.ua/resize_80x80/d/a/7/e/da7ee24d3c556a989ee979240d3a0d4ed8703b7c_978468_photo_main.png,Вино
�,�,�,Вино
"Вино Торрес Натурео Мускат 0,75 л б/алк.",311.40,https://static.tavriav.ua/resize_80x80/4/0/5/4/4054de49baa4aa44003cd86300aaa24ad7b0c3fc_997570_photo_main.png,Вино
"Вино Торрес Сан Валентин 0,75 л червон.",281.40,https://static.tavriav.ua/resize_80x80/9/1/f/5/91f5cf49835c087c88ddfec4d8038624a41e88e3_858702_photo_main.png,Вино
"Вино Меліні Орвієто Класіко Амабіле DOC 0,75 сух. біле",275.10,https://static.tavriav.ua/resize_80x80/9/9/f/3/99f3aed8c32dc797101089eb48d6c03654ee0e9d_896229_photo_main.jpg,Вино
"Вино Zeni Віньє Альте Гарганега Веронезе 0,75 л сух. біле",271.10,https://static.tavriav.ua/resize_80x80/6/7/e/f/67ef8b7d5781c002d6badf109483b638b8e4ee44_902088_photo_main.jpg,Вино
"Вино Фр Бульвар Селект 0,75 л н/сол. біле",66.10,https://static.tavriav.ua/resize_80x80/9/8/d/d/98dd3f9d7c739b63be69b1ae91453dc366554302_907469_photo_main.png,Вино
"Вино Меццакорона Піно Гріджіо Стеммарі 0,75 л біле сухе",298.50,https://static.tavriav.ua/resize_80x80/1/5/1/5/1515fd2d6d013f18c6a78f5a936548c852ab4a10_1083472_photo_main.png,Вино
"Вино Ореанда Піно Блан 0,75 л н/сол. біле",70.50,https://static.tavriav.ua/resize_80x80/7/c/c/4/7cc42971cffa442fe0285f53b36bebe0116cbdf3_1266783_photo_main.jpg,Вино
"Вино Гато Негро 0,75 л н/сол. червон.",179.90,https://static.tavriav.ua/resize_80x80/3/3/f/2/33f223231377a698f98f986fd1995a2a5e5e630b_1006971_photo_main.png,Вино
"Вино Князя Трубецького Каберне Витримане 0,75 л сух. червон.",182.60,https://static.tavriav.ua/resize_80x80/5/5/8/f/558f5487f446a5d448f4dc159a614445bbbf3451_1117708_photo_main.png,Вино
"Вино Дон Сімон Шардоне 0,75 л сух. біле 11,5%",169.50,https://static.tavriav.ua/resize_80x80/a/3/b/d/a3bd9b210952b0f9774d80177a95fb803648e7c3_1171118_photo_main.png,Вино
"Вино Дон Сімон Тінто 0,75 л сух. червон. 11,5%",140.20,https://static.tavriav.ua/resize_80x80/d/9/c/e/d9ce8916a156fd6ca67f96801a7673895c409e07_1171121_photo_main.png,Вино
"Вино Картулі Вазі Алазанська долина 0,75 л н/сол. біле",179.90,https://static.tavriav.ua/resize_80x80/2/0/e/7/20e70b600ff832ea33dee97f584019ad3d0ddee0_18741_photo_main.png,Вино
"Вино Картулі Вазі Алазанська долина 0,75 л н/сол. червон.",202.40,https://static.tavriav.ua/resize_80x80/0/1/8/5/0185bb030f11426034f670104009f5426eba1861_79260_photo_main.png,Вино
"Вино Картулі Вазі Цинандалі 0,75 л сух. біле",190.80,https://static.tavriav.ua/resize_80x80/e/7/7/4/e77499ff862e6b015ccc55ccd587530bf3ddde84_211870_photo_main.png,Вино
"Вино Коблево Мускат 0,75 л н/сол. біле",70.10,https://static.tavriav.ua/resize_80x80/6/c/1/c/6c1c7c13b989ca177b6b17d659a8dd94a56d554f_4820004921080_main.png,Вино
"Вино Картулі Вазі Сапераві 0,75 л сух. червон.",214.00,https://static.tavriav.ua/resize_80x80/3/4/d/2/34d240677d7e2f9d7f96af25eb195fb0b5252557_158421_photo_main.png,Вино
"Вино Картулі Вазі Кіндзмараулі 0,75 л н/сол. червон.",280.40,https://static.tavriav.ua/resize_80x80/4/6/6/2/4662d61d97a706142f4c69727a773dcad635a3b1_211866_photo_main.png,Вино
"Вино Дон Сімон Бланко 0,75 л сух. біле 11%",140.20,https://static.tavriav.ua/resize_80x80/e/b/a/1/eba1ab1d02119c6666d819da0c77836efd64e2c8_1171117_photo_main.png,Вино
"Вино Коктебель Монте Руж 0,75 л н/сол. червон.",60.70,https://static.tavriav.ua/resize_80x80/6/4/d/0/64d06c76d0af352207370f27adf4c70a2988671a_906618_photo_main.png,Вино
"Вино Князя Трубецького Аліготе Ординарне 0,75 л сух. біле",163.10,https://static.tavriav.ua/resize_80x80/e/1/6/b/e16babf3cc6c5a52d348b8969762041fc8e128c2_1117703_photo_main.png,Вино
�,�,�,Вино
"Вино Князя Трубецького Мерло Витримане 0,75 л сух. червон.",185.30,https://static.tavriav.ua/resize_80x80/9/0/b/4/90b404ebf524590bf29fbbdd0fba0a6d20f9dadf_1117709_photo_main.png,Вино
"Вино Молд Де Пуркарь Рожеве 0,75 л сух. мароч.",230.60,https://static.tavriav.ua/resize_80x80/c/9/d/b/c9db315db472ab09031c512ee67fcd35b4b82846_986086_photo_main.png,Вино
"Вино Натхнення Шардоне 0,75 л сух. біле (Агро-Дар)",49.50,https://static.tavriav.ua/resize_80x80/d/e/c/4/dec4136b39d7998bbbd8cd389e9615ecf8761ec2_1015856_photo_main.png,Вино
"Вино Болград Селект Мускат 0,75 л н/сол. біле",68.20,https://static.tavriav.ua/resize_80x80/c/a/9/c/ca9c6879e8b807c34bd4be34fb9b33b828314172_1103090_photo_main.png,Вино
"Вино Вина Гулієвих Каберне Резерв 0,75 л сух. червон.",261.40,https://static.tavriav.ua/resize_80x80/3/9/e/2/39e289da7de07db5c663492e8f73c7897fc48691_677319_photo_main.png,Вино
"Вино GVG Шантекале Медок 0,75 л сух. червон.",459.70,https://static.tavriav.ua/resize_80x80/2/8/e/0/28e04822a8fd1b3cc30ac515e3d9a54221f4213a_985836_photo_main.png,Вино
"Вино Грузинська легенда Мукузані 0,75 л сух. червон.",241.00,https://static.tavriav.ua/resize_80x80/8/3/a/2/83a20846e43556dcdedaf5c10a84f432ae940299_832748_photo_main.png,Вино
"Вино Бадагоні Алазанська долина 0,75 л н/сол. біле 12%",177.40,https://static.tavriav.ua/resize_80x80/6/e/0/3/6e03f2b314e038c63902de5e2c0125bd4e18e6ed_1008683_photo_main.png,Вино
"Вино Коктебель Мерло 0,75 л сух. червон. столове",70.50,https://static.tavriav.ua/resize_80x80/9/c/7/b/9c7b1d8b2bbbbd8d6c8d8b10236aea2b609eaa5e_1262105_photo_main.png,Вино
"Вино Князя Трубецького Шардоне Ординарне 0,75 л сух. біле",163.10,https://static.tavriav.ua/resize_80x80/0/9/f/6/09f606ac01f84ac32e6fd26572e5ecddf4ee666e_1117706_photo_main.png,Вино
"Вино Молд Де Пуркарь Негру де Пуркарь 0,75 л червон. сух. мароч. 13%",786.50,https://static.tavriav.ua/resize_80x80/f/2/7/0/f27044dd9e080e9713649968dcccd012308eac70_694454_photo_main.png,Вино
"Вино Віллалта Вальполічелла Ріпассо 0,75 л сух. червон.",471.60,https://static.tavriav.ua/resize_80x80/6/7/6/f/676fee15777a96027399072b013ea9f39d4966f4_825864_photo_main.png,Вино
"Вино Коблево Reserve Шардоне 0,75 л сух. біле",115.50,https://static.tavriav.ua/resize_80x80/5/0/1/7/5017edaff7374a92c8440a635e65b758e5b744e5_1221535_photo_main.png,Вино
"Вино Колоніст Сухоліманське 0,75 л сух. біле",194.60,https://static.tavriav.ua/resize_80x80/1/4/f/c/14fcbc66dc28fd723774bbcb860267131a10de49_000003.png,Вино
"Вино Колоніст Шардоне 0,75 л сух. біле",223.00,https://static.tavriav.ua/resize_80x80/6/f/2/b/6f2bc63f139018e47ef291f3b099697ab94087ee_641305_photo_main.png,Вино
"Вино Колоніст Каберне 0,75 л сух. червон.",214.60,https://static.tavriav.ua/resize_80x80/b/9/4/e/b94eb8bc0e48391761f335b46fa0f55694e8cad2_641306_photo_main.png,Вино
"Вино Колоніст Мерло 0,75 л сух. червон.",194.60,https://static.tavriav.ua/resize_80x80/d/e/9/8/de98fce81a894341441b2b8bf73f8884b2dbdc23_641307_photo_main.png,Вино
"Вино Кастель Барон Лірондо 0,75 л н/сол. червон.",179.10,https://static.tavriav.ua/resize_80x80/e/a/e/c/eaec0e2ffc65eba595ba6da7c62b9c94c289618b_766654_photo_main.png,Вино
"Вино Кастель Барон Лірондо 0,75 л сух. біле",179.10,https://static.tavriav.ua/resize_80x80/e/b/1/3/eb1355d7bce81bbfaae6974d3d9c54b443ae6a91_766653_photo_main.png,Вино
"Вино Кастель Барон Лірондо 0,75 л сух. червон.",179.10,https://static.tavriav.ua/resize_80x80/4/7/c/a/47caf5d1e692c598fb28bfd90d90ed027efb9951_766656_photo_main.png,Вино
�,�,�,Вино
"Вино Вина Гулієвих Select Шардоне 0,75 л сух. біле",106.50,https://static.tavriav.ua/resize_80x80/b/3/7/6/b376761a005856b12fc7c89617bb854e8d6a63c2_808061_photo_main.jpg,Вино
"Вино Болград Селект Блан 0,75 л н/сол. біле",67.50,https://static.tavriav.ua/resize_80x80/5/9/3/f/593f84a4f3e616af8e4e16a6cf607f7ecce425c2_1103089_photo_main.png,Вино
"Вино Болград Шато де Він 0,75 л н/сол. біле",64.20,https://static.tavriav.ua/resize_80x80/2/3/2/a/232a8ff69143227bba56cf2a71f48f6782c6187c_1103085_photo_main.png,Вино
"Вино Болград Селект Руж 0,75 л н/сол. червон.",68.30,https://static.tavriav.ua/resize_80x80/f/9/3/d/f93d643a8cb3e0a89f8688897579ad6eb15e48a8_1103092_photo_main.png,Вино
"Вино Болград Шардоне 0,75 л сух. біле",76.40,https://static.tavriav.ua/resize_80x80/5/0/d/4/50d4c524ef4ce07bf4fa2aec8b4389790c092bc0_1103094_photo_main.png,Вино
"Вино Болград Каберне 0,75 л сух. червон.",79.90,https://static.tavriav.ua/resize_80x80/2/f/f/4/2ff48d3faed9e9d439adc26cd5153cece9c9629c_1103095_photo_main.png,Вино
"Вино Болград Шато де Він 0,75 л н/сол. червон.",68.40,https://static.tavriav.ua/resize_80x80/4/9/0/5/490587c8369be74c57dece15f8e03b2bf286e6fd_1221195_photo_main.png,Вино
"Вино Болград Блан де Нуар 0,75 л н/сол. рожев.",68.40,https://static.tavriav.ua/resize_80x80/b/f/7/6/bf76271e6db578f4f7c495e0466111ce8278cb03_1221197_photo_main.png,Вино
"Вино Іджеван плодове 0,75 л Гранат",222.30,https://static.tavriav.ua/resize_80x80/a/4/9/7/a49790133dd44f9859be216cbfdbefbb5f4007bd_1253377_photo_main.png,Вино
"Вино Іджеван плодове 0,75 л Айва",222.30,https://static.tavriav.ua/resize_80x80/3/f/7/a/3f7a5523249bffb25792a2956f3a7305d0554ae8_1253375_photo_main.png,Вино
"Вино Іджеван плодове 0,75 л Ожина",222.30,https://static.tavriav.ua/resize_80x80/3/6/3/a/363a792c64338deaad3dd593c6e0c35c6f1b5306_1253379_photo_main.png,Вино
"Вино Іджеван плодове 0,75 л Чайна троянда",250.00,https://static.tavriav.ua/resize_80x80/3/e/6/8/3e68dd6c4a6d0fd8aa47046af6034f2f632a2b8f_1253380_photo_main.png,Вино
"Вино Молд Альянца-він Мускат Аліанца 0,75 л н/сол. біле",98.10,https://static.tavriav.ua/resize_80x80/e/7/6/c/e76c0a90bbf8d5b99a98ea3b3f59b6e5baacbfc3_1226499_photo_main.png,Вино
Вино Молд Колушвин Ізабелла 2 л н/сол. червон.,196.20,https://static.tavriav.ua/resize_80x80/3/2/1/7/3217c3d7aea418a0f1d282d05cc6cb55859a4ccf_840808_photo_main.png,Вино
Вино Молд Колушвин Мускат 2 л н/сол. біле,196.20,https://static.tavriav.ua/resize_80x80/f/8/b/5/f8b5d227040b00637813f635957737b9cc094f25_840810_photo_main.png,Вино
"Вино Іджеван плодове 0,75 л Кизил",222.30,https://static.tavriav.ua/resize_80x80/4/7/d/3/47d3e95a7256feb90eace9f0a6914c3a2e9e12f7_1253378_photo_main.png,Вино
Вино Молд Колушвин Каберне 2 л сух. червон.,196.20,https://static.tavriav.ua/resize_80x80/a/f/6/4/af6408b9bd2a0f636233d5a8496ae7fa42f7fd14_840809_photo_main.png,Вино
"Вино Іджеван плодове 0,75 л Вишня",222.30,https://static.tavriav.ua/resize_80x80/9/b/1/c/9b1c7ccc5437824f5b9c4010de441333a0b761d6_1253376_photo_main.png,Вино
Вино Іджеван 3 л сух. червон. Тнакан,619.70,https://static.tavriav.ua/resize_80x80/4/3/f/f/43ff921a46a0973a811bfc159ef0c8cb0e7d7373_1253381_photo_main.png,Вино
"Вино Ф. Ротшильд Каде д'Ок Шардоне 0,75 л сух. біле",269.20,https://static.tavriav.ua/resize_80x80/c/7/0/8/c708047630c02d2a5de1d1916f786a7de6a13e89_1240600_photo_main.png,Вино
�,�,�,Вино
"Вино Дон Сімон Темпранільо 0,75 л сух. червон. 12,5%",169.50,https://static.tavriav.ua/resize_80x80/6/6/3/8/66388066ed45e3593ee30d10187b0615f21b5907_1221232_photo_main.png,Вино
"Вино Ф. Ротшильд Каде д'Ок Сіра 0,75 л сух. червон.",226.80,https://static.tavriav.ua/resize_80x80/0/f/3/0/0f301983ec07a4cef089166a95ad61c99961f231_1240603_photo_main.png,Вино
"Вино Ф.Ротшильд Мапу Каберне-Совіньйон 0,75 л сух. червон.",208.10,https://static.tavriav.ua/resize_80x80/6/c/7/5/6c75b0e015696ee56c0c199bef9eee697631624d_1232888_photo_main.png,Вино
"Вино Дон Сімон Каберне Совіньйон 0,75 л сух. червон. 12,5%",169.50,https://static.tavriav.ua/resize_80x80/c/f/9/b/cf9b567e7fede19085c5bfb7c02bb558780ddc2e_1221233_photo_main.png,Вино
"Вино Грузинське застілля Сапераві 0,75 л керам. сух. червон.",197.50,https://static.tavriav.ua/resize_80x80/1/c/1/b/1c1b742c5e549dd36595189030d09cc6a1ecd8e2_1012325_photo_main.png,Вино
Вино Молд Колушвин Шардоне 2 л сух. біле,196.20,https://static.tavriav.ua/resize_80x80/3/2/e/7/32e7855c1e8229d230a0485665936d88b2e76650_840811_photo_main.png,Вино
"Вино Грузинське застілля Цинандалі 0,75 л керам. сух. біле",202.60,https://static.tavriav.ua/resize_80x80/2/b/9/5/2b950172c70795257c86e50705e2cafeda37a58f_1012327_photo_main.png,Вино
"Вино Єллоу тейл Касела Вайнс Совіньйон Блан 0,75 л н/сух. біле",298.50,https://static.tavriav.ua/resize_80x80/d/2/2/8/d228e8b19d1a08b74e37a3bbc150028c5b6a865e_1310157_photo_main.png,Вино
"Вино Ruffino Orvieto Classico 0,75 л сух. біле",281.40,https://static.tavriav.ua/resize_80x80/0/2/e/d/02ed1ed15e4e2dfbe99db156f026f2ea7ab0a101_1260723_photo_main.png,Вино
"Вино Кав де Рібавілль Рислінг 0,75 н/сух. біле 12%",546.20,https://static.tavriav.ua/resize_80x80/c/3/2/1/c32118d667cbd5f7bd9c908235e8d7089d52861b_1227231_photo_main.png,Вино
"Вино Шантекале Бордо Руж 0,75 л",274.60,https://static.tavriav.ua/resize_80x80/f/5/b/b/f5bbbd6e86d50caf88f5e6e6a14ebce8edd1044d_898388_photo_main.png,Вино
"Вино Zonin Вальполічелла 0,75 л червон.",429.80,https://static.tavriav.ua/resize_80x80/d/4/8/f/d48faaa51ed1ea8335ab63f4ec65723aa2bf272e_c000_000003.jpeg,Вино
"Вино Вілла Крим Шато Барон 0,75 л н/сол. біле",74.00,https://static.tavriav.ua/resize_80x80/6/e/1/f/6e1f7e9e1fc4a85a926e38a92861599c6ee9e2cf_c000_000003.jpeg,Вино
"Вино Кав де Рібавілль Гевюрцтрамінер 0,75 н/сух. біле 12%",806.50,https://static.tavriav.ua/resize_80x80/1/b/7/0/1b709682300f19b1fc2033c320fe5da4e4f6d721_1227228_photo_main.png,Вино
